show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s113,Movie,La Casa del Fuego,Quentin Tarantino,"Song Kang-ho, Scarlett Johansson, Ranveer Singh",United States,2016-03-08,2015,PG,140 min,"Stand-Up Comedy, Music & Musicals, Horror Movies","Based on true events, this story will shock and inspire in equal measure."
s114,Movie,Crimson Tide,Rajkumar Hirani,"Ranveer Singh, Cate Blanchett, Rajinikanth, Jung Ho-yeon, Vidya Balan",United States,2017-11-03,2014,TV-Y,136 min,"Horror Movies, Documentaries",The future of humanity rests in the hands of an unlikely hero.
s115,TV Show,La Casa de Papel S6 S2,Greta Gerwig,"Jennifer Lawrence, Leonardo DiCaprio, Chris Evans",Colombia,2016-06-17,2009,TV-MA,3 Seasons,Nature & Science TV,"Love, loss, and the power of human connection in trying times."
s116,Movie,Desi Romance,Patty Jenkins,"Ranveer Singh, Prabhas",United States,2019-03-06,2021,TV-14,147 min,"Comedies, Action & Adventure","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s117,Movie,Pyaar Ka Saaya 4,Anurag Kashyap,"Rajinikanth, Vidya Balan, Cate Blanchett",Spain,2015-08-21,2017,R,108 min,"Sci-Fi & Fantasy, Independent Movies","When old enemies become allies, the fate of the world hangs in the balance."
s118,TV Show,Scam 2023 S3,Ryan Coogler,"Tom Hanks, Chris Evans, Kangana Ranaut, Priyanka Chopra, Park Seo-jun",Italy,2020-06-13,2004,TV-MA,5 Seasons,"Reality TV, TV Mysteries, Anime Series",Three strangers are brought together by fate in a life-changing adventure.
s119,Movie,City of Lies,Martin Scorsese,"Aamir Khan, Jennifer Lawrence",Colombia,2021-10-14,2007,NR,90 min,"Sports Movies, Romantic Movies","Passion, betrayal, and revenge collide in this thrilling drama."
s120,TV Show,La Casa de Papel S6,Ryan Coogler,"Salman Khan, Robert Downey Jr",France,2016-04-19,2011,PG,3 Seasons,"Spirituality, Romantic TV Shows","When old enemies become allies, the fate of the world hangs in the balance."
s121,Movie,Sweet Home 2,Martin Scorsese,"Ajith, Scarlett Johansson, Rajinikanth, Robert Downey Jr",India,2018-01-19,2017,PG-13,140 min,"Dramas, Independent Movies",A chef's obsession with perfection leads to unexpected discoveries about life.
s122,TV Show,Lupin S4,Sanjay Leela Bhansali,"Priyanka Chopra, Deepika Padukone",United Kingdom,2021-06-18,2011,TV-14,2 Seasons,"TV Thrillers, TV Sci-Fi & Fantasy, Spirituality","When love meets destiny, nothing will ever be the same again."
s123,Movie,Operation Blackout,Wes Anderson,"Ranveer Singh, Natalie Portman, Priyanka Chopra, Kangana Ranaut, Kim Go-eun",Germany,2017-10-11,2005,R,148 min,"Animated Movies, Sports Movies, Classic Movies",An estranged father and daughter reconnect on an unexpected road trip.
s124,Movie,Hollow Man 4,Wes Anderson,"Cate Blanchett, Vidya Balan",India,2020-12-21,2000,TV-PG,103 min,"Sci-Fi & Fantasy, Comedies, Classic Movies","Passion, betrayal, and revenge collide in this thrilling drama."
s125,TV Show,Typewriter S3,Unknown,"Tom Hanks, Shah Rukh Khan",Canada,2018-03-14,2006,R,7 Seasons,"Romantic TV Shows, International TV Shows, Docuseries",A chef's obsession with perfection leads to unexpected discoveries about life.
s126,Movie,Dangerous Game,Sanjay Leela Bhansali,"Ranveer Singh, Robert Downey Jr, Chris Evans, Leonardo DiCaprio, Natalie Portman",Argentina,2017-09-12,2021,TV-MA,162 min,"Children & Family Movies, Classic Movies, Romantic Movies","In the shadows of a corrupt government, a resistance movement fights for freedom."
s127,Movie,Dangerous Game,Bong Joon-ho,"Vijay, Tom Hanks, Ranbir Kapoor, Chris Evans",France,2019-12-09,2009,PG-13,156 min,"Independent Movies, Faith & Spirituality, Stand-Up Comedy",The future of humanity rests in the hands of an unlikely hero.
s128,Movie,Operation Blackout,Rajkumar Hirani,"Scarlett Johansson, Lee Min-ho",Canada,2017-12-16,2006,PG-13,138 min,"Faith & Spirituality, Children & Family Movies",The future of humanity rests in the hands of an unlikely hero.
s129,Movie,Edge of Tomorrow 3,Denis Villeneuve,"Allu Arjun, Kim Go-eun",Germany,2020-04-02,2003,R,161 min,"Thrillers, Horror Movies",A gripping tale of survival and redemption in a world gone mad.
s130,Movie,Black Mirror 5,Ryan Coogler,"Rajinikanth, Jennifer Lawrence, Chris Evans",India,2015-02-21,2018,R,164 min,"Comedies, Documentaries, International Movies","Passion, betrayal, and revenge collide in this thrilling drama."
s131,Movie,Kingdom Returns,Ryan Coogler,"Lee Min-ho, Ajith, Park Seo-jun",Colombia,2015-01-10,2018,TV-PG,112 min,"Music & Musicals, Cult Movies",Behind every great fortune lies a great crime in this riveting saga.
s132,Movie,Sweet Home 2,Alfonso Cuaron,"Song Kang-ho, Deepika Padukone, Chris Evans",United States,2018-11-09,2005,G,113 min,"Romantic Movies, Documentaries","Based on true events, this story will shock and inspire in equal measure."
s133,TV Show,Hellbound S2 S2,Steven Spielberg,"Priyanka Chopra, Ranbir Kapoor, Chris Evans",Colombia,2015-05-13,2007,TV-Y,3 Seasons,"Korean TV Shows, Sports TV",An estranged father and daughter reconnect on an unexpected road trip.
s134,Movie,Shadow Games 3,David Fincher,"Natalie Portman, Jennifer Lawrence",United States,2020-09-23,2009,TV-14,151 min,"Stand-Up Comedy, Sci-Fi & Fantasy","In the shadows of a corrupt government, a resistance movement fights for freedom."
s135,Movie,Hollow Man,Zoya Akhtar,"Cate Blanchett, Vijay, Alia Bhatt, Lee Min-ho",France,2019-11-27,2006,TV-MA,157 min,"Dramas, Cult Movies, Music & Musicals",A chef's obsession with perfection leads to unexpected discoveries about life.
s136,Movie,Crimson Tide 2,David Fincher,"Vidya Balan, Alia Bhatt, Priyanka Chopra",United States,2021-09-15,2003,TV-14,161 min,"Classic Movies, Dramas, Music & Musicals","When love meets destiny, nothing will ever be the same again."
s137,TV Show,Ghoul Season 2 S5,Patty Jenkins,"Allu Arjun, Song Kang-ho, Jennifer Lawrence, Ajith, Shah Rukh Khan",United Kingdom,2021-01-24,2006,TV-PG,1 Season,"TV Horror, TV Dramas","In a small town, everyone has something to hide â and someone is watching."
s138,Movie,Lupin Returns 5,David Fincher,"Cate Blanchett, Leonardo DiCaprio, Rajinikanth, Priyanka Chopra",Nigeria,2020-11-14,2011,UR,118 min,"Independent Movies, Faith & Spirituality","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s139,Movie,Pyaar Ka Saaya 2,Quentin Tarantino,"Ranveer Singh, Priyanka Chopra, Ajith, Meryl Streep, Jung Ho-yeon",United States,2015-05-15,2021,TV-14,124 min,"Independent Movies, Sci-Fi & Fantasy, Cult Movies",Three strangers are brought together by fate in a life-changing adventure.
s140,Movie,The Golden Age,Ram Gopal Varma,"Aamir Khan, Song Kang-ho",Brazil,2019-01-08,2006,PG,146 min,Music & Musicals,"Based on true events, this story will shock and inspire in equal measure."
s141,Movie,The Chosen One 5,J.J. Abrams,"Alia Bhatt, Tom Hanks, Rajinikanth",Indonesia,2015-03-17,2009,R,163 min,"Sports Movies, Faith & Spirituality, Sci-Fi & Fantasy","When old enemies become allies, the fate of the world hangs in the balance."
s142,Movie,Dilwale Returns,Zack Snyder,"Brad Pitt, Aamir Khan, Alia Bhatt, Vidya Balan",Philippines,2016-11-22,2013,TV-PG,76 min,"Independent Movies, Cult Movies",A young woman discovers her true identity and must choose between two worlds.
s143,TV Show,My Name S2,Imtiaz Ali,"Meryl Streep, Park Seo-jun, Jennifer Lawrence, Vijay, Priyanka Chopra",China,2015-09-14,2013,TV-PG,2 Seasons,"Anime Series, British TV Shows",An extraordinary journey through time and space that will change everything you know.
s144,Movie,Pyaar Ka Saaya,J.J. Abrams,"Salman Khan, Alia Bhatt, Ajith, Jung Ho-yeon",United States,2017-07-22,2019,TV-PG,79 min,Faith & Spirituality,An extraordinary journey through time and space that will change everything you know.
s145,TV Show,Mindhunter S3 S4,Ram Gopal Varma,"Tom Hanks, Lee Min-ho",United States,2020-02-24,2015,TV-MA,6 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy, Anime Series","In a small town, everyone has something to hide â and someone is watching."
s146,Movie,Bajirao 2,J.J. Abrams,"Jennifer Lawrence, Brad Pitt, Scarlett Johansson, Ranveer Singh",Philippines,2018-02-26,2015,TV-MA,110 min,Stand-Up Comedy,A young woman discovers her true identity and must choose between two worlds.
s147,TV Show,Sacred Games S3,Christopher Nolan,"Alia Bhatt, Lee Min-ho, Vidya Balan, Ajith",United Kingdom,2016-04-11,2007,R,7 Seasons,Romantic TV Shows,"In a small town, everyone has something to hide â and someone is watching."
s148,Movie,Shadow Games 5,Zoya Akhtar,"Natalie Portman, Leonardo DiCaprio, Ajith, Song Kang-ho, Scarlett Johansson",United States,2020-09-16,2005,TV-MA,139 min,"Comedies, Cult Movies, Faith & Spirituality","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s149,Movie,Dhadak 2,Martin Scorsese,"Salman Khan, Vijay, Priyanka Chopra",United States,2019-08-12,2001,TV-14,155 min,"Classic Movies, Faith & Spirituality, Action & Adventure",A gripping tale of survival and redemption in a world gone mad.
s150,TV Show,Dark Chronicles,Patty Jenkins,"Shah Rukh Khan, Ranveer Singh, Jung Ho-yeon, Vijay",Brazil,2021-03-04,2003,TV-G,2 Seasons,Spirituality,A chef's obsession with perfection leads to unexpected discoveries about life.
s151,Movie,Hellbound,S.S. Rajamouli,"Salman Khan, Scarlett Johansson, Robert Downey Jr, Natalie Portman, Vidya Balan",United States,2020-04-10,2021,TV-MA,80 min,"Comedies, Dramas, Independent Movies","Crime, politics, and power intertwine in this explosive thriller."
s152,TV Show,Lupin S4,Rajkumar Hirani,"Salman Khan, Ranbir Kapoor, Park Seo-jun",Canada,2021-06-19,2003,TV-MA,1 Season,TV Action & Adventure,An estranged father and daughter reconnect on an unexpected road trip.
s153,TV Show,Narcos Season 7,Unknown,"Kim Go-eun, Alia Bhatt, Vidya Balan, Allu Arjun",United States,2021-06-01,2006,TV-PG,7 Seasons,"TV Sci-Fi & Fantasy, TV Dramas, Korean TV Shows","Passion, betrayal, and revenge collide in this thrilling drama."
s154,Movie,The Experiment 5,Sanjay Leela Bhansali,"Robert Downey Jr, Rajinikanth, Ajith, Priyanka Chopra",China,2020-12-03,2016,TV-14,114 min,Thrillers,A comedian's rise to fame is complicated by dark secrets from the past.
s155,Movie,Kingdom Returns,Jordan Peele,"Rajinikanth, Chris Evans, Shah Rukh Khan, Prabhas, Brad Pitt",Nigeria,2018-08-08,2011,TV-PG,118 min,"Documentaries, Independent Movies","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s156,Movie,All of Us Are Dead,Ridley Scott,"Brad Pitt, Priyanka Chopra",United Kingdom,2021-11-05,2012,R,83 min,Action & Adventure,"When old enemies become allies, the fate of the world hangs in the balance."
s157,TV Show,Alchemy of Souls S2,Unknown,"Cate Blanchett, Natalie Portman, Alia Bhatt",Japan,2018-02-01,2002,R,1 Season,"Spirituality, TV Mysteries, TV Sci-Fi & Fantasy",A gripping tale of survival and redemption in a world gone mad.
s158,Movie,Black Mirror,Ridley Scott,"Vidya Balan, Ranveer Singh, Leonardo DiCaprio",Australia,2016-03-09,2009,R,88 min,Documentaries,A comedian's rise to fame is complicated by dark secrets from the past.
s159,Movie,Black Mirror,S.S. Rajamouli,"Scarlett Johansson, Brad Pitt",Colombia,2020-11-16,2019,TV-14,128 min,Horror Movies,"When old enemies become allies, the fate of the world hangs in the balance."
s160,Movie,The Awakening,Jordan Peele,"Song Kang-ho, Park Seo-jun, Chris Evans, Natalie Portman, Cate Blanchett",China,2021-11-20,2004,R,147 min,"Romantic Movies, Classic Movies, Sports Movies","Passion, betrayal, and revenge collide in this thrilling drama."
s161,TV Show,Emily in Paris S5,Ryan Coogler,"Chris Evans, Robert Downey Jr, Brad Pitt",Thailand,2018-06-04,2018,PG-13,5 Seasons,Nature & Science TV,A gripping tale of survival and redemption in a world gone mad.
s162,TV Show,Mindhunter S3,Unknown,"Jung Ho-yeon, Park Seo-jun",China,2018-11-16,2004,TV-14,2 Seasons,"Docuseries, Kids' TV","Crime, politics, and power intertwine in this explosive thriller."
s163,Movie,Red Alert 5,Chloe Zhao,"Alia Bhatt, Ranveer Singh, Lee Min-ho, Park Seo-jun, Vijay",United Kingdom,2015-06-23,2017,TV-PG,80 min,Sci-Fi & Fantasy,"Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s164,Movie,Pyaar Ka Saaya 5,Imtiaz Ali,"Song Kang-ho, Cate Blanchett, Deepika Padukone, Shah Rukh Khan",United States,2016-09-24,2016,TV-PG,158 min,"Sci-Fi & Fantasy, Music & Musicals, Stand-Up Comedy","Crime, politics, and power intertwine in this explosive thriller."
s165,TV Show,Hit & Run S2 S3,Christopher Nolan,"Deepika Padukone, Jennifer Lawrence, Cate Blanchett, Lee Min-ho, Salman Khan",United States,2020-03-12,2009,R,7 Seasons,TV Thrillers,Behind every great fortune lies a great crime in this riveting saga.
s166,Movie,Hollow Man,Zoya Akhtar,"Chris Evans, Salman Khan, Jennifer Lawrence, Aamir Khan, Song Kang-ho",Italy,2015-06-21,2003,TV-14,91 min,"Sci-Fi & Fantasy, Cult Movies, Documentaries","In a small town, everyone has something to hide â and someone is watching."
s167,Movie,The Hunt,J.J. Abrams,"Song Kang-ho, Robert Downey Jr, Prabhas",United States,2020-11-14,2012,PG,148 min,Music & Musicals,An estranged father and daughter reconnect on an unexpected road trip.
s168,TV Show,Twenty Five Twenty One,Unknown,"Rajinikanth, Vijay, Song Kang-ho, Salman Khan",Japan,2021-09-06,2011,R,4 Seasons,British TV Shows,Behind every great fortune lies a great crime in this riveting saga.
s169,Movie,The Heist,Peter Jackson,"Scarlett Johansson, Park Seo-jun",Canada,2016-11-23,2009,TV-MA,145 min,Horror Movies,A young woman discovers her true identity and must choose between two worlds.
s170,Movie,The Chosen One,Quentin Tarantino,"Vijay, Priyanka Chopra, Ranveer Singh, Robert Downey Jr",United Kingdom,2016-10-13,2013,PG-13,151 min,"Documentaries, Faith & Spirituality, Classic Movies","When old enemies become allies, the fate of the world hangs in the balance."
s171,Movie,Lost in Translation,J.J. Abrams,"Park Seo-jun, Scarlett Johansson",Egypt,2018-03-07,2012,NR,134 min,"Classic Movies, International Movies, Faith & Spirituality",A comedian's rise to fame is complicated by dark secrets from the past.
s172,TV Show,Elite S8,S.S. Rajamouli,"Jennifer Lawrence, Aamir Khan, Brad Pitt",United States,2017-03-25,2014,TV-PG,7 Seasons,"Nature & Science TV, TV Thrillers",A family torn apart by tragedy must find a way back to each other.
s173,Movie,City of Lies 4,Patty Jenkins,"Rajinikanth, Ajith",Canada,2016-07-04,2020,TV-14,108 min,Music & Musicals,"Love, loss, and the power of human connection in trying times."
s174,Movie,Money Heist: Korea 5,Shankar,"Rajinikanth, Song Kang-ho",United States,2021-12-19,2011,TV-MA,148 min,"International Movies, Documentaries, Horror Movies",An extraordinary journey through time and space that will change everything you know.
s175,Movie,All of Us Are Dead,Tim Burton,"Kangana Ranaut, Alia Bhatt, Leonardo DiCaprio, Chris Evans",South Africa,2017-05-19,2008,NR,135 min,"Thrillers, Horror Movies, International Movies","When love meets destiny, nothing will ever be the same again."
s176,Movie,Money Heist: Korea 3,Denis Villeneuve,"Vijay, Chris Evans, Jung Ho-yeon",United States,2021-11-13,2015,PG-13,150 min,"International Movies, Independent Movies",Three strangers are brought together by fate in a life-changing adventure.
s177,Movie,Desi Romance 2,Peter Jackson,"Vijay, Lee Min-ho, Kim Go-eun, Scarlett Johansson",Canada,2018-06-19,2000,TV-MA,178 min,"Dramas, Music & Musicals, Stand-Up Comedy","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s178,TV Show,Mindhunter S3 S3,Wes Anderson,"Chris Evans, Alia Bhatt, Vidya Balan, Priyanka Chopra",Japan,2018-06-22,2001,PG,6 Seasons,"Crime TV Shows, Reality TV","Passion, betrayal, and revenge collide in this thrilling drama."
s179,TV Show,Juvenile Justice S2,James Cameron,"Kim Go-eun, Prabhas, Jennifer Lawrence",United States,2017-02-21,2011,R,3 Seasons,"TV Comedies, International TV Shows, TV Sci-Fi & Fantasy","When old enemies become allies, the fate of the world hangs in the balance."
s180,Movie,White Noise 2,Christopher Nolan,"Ranbir Kapoor, Salman Khan, Priyanka Chopra",South Korea,2019-11-15,2000,G,113 min,International Movies,The future of humanity rests in the hands of an unlikely hero.
s181,TV Show,Scam 2023,Unknown,"Deepika Padukone, Chris Evans",India,2017-03-13,2004,TV-14,6 Seasons,TV Dramas,A chef's obsession with perfection leads to unexpected discoveries about life.
s182,Movie,Edge of Tomorrow 5,Tim Burton,"Prabhas, Ajith, Priyanka Chopra",Argentina,2019-11-15,2006,PG-13,82 min,Thrillers,An estranged father and daughter reconnect on an unexpected road trip.
s183,TV Show,Squid Game S2 S4,Denis Villeneuve,"Prabhas, Salman Khan, Meryl Streep, Alia Bhatt",South Korea,2020-10-10,2000,TV-MA,6 Seasons,"TV Action & Adventure, TV Thrillers","Based on true events, this story will shock and inspire in equal measure."
